time,backscatter40,swath_indicator,as_des_pass,sat_id
2007-05-22T05:42:20Z,-9.718432,0,0,3
2007-05-22T07:22:47Z,-9.643738,1,0,3
2007-05-22T19:26:50Z,-9.580661,1,1,3
2007-05-22T21:07:20Z,,0,1,3
2007-05-23T05:21:41Z,-9.626147,0,0,3
2007-05-23T07:01:55Z,-9.83736,1,0,3
2007-05-24T05:01:05Z,-9.3702135,0,0,3
2007-05-24T06:41:05Z,-9.810253,1,0,3
2007-05-24T22:05:45Z,-9.441284,0,1,3
2007-05-25T04:40:31Z,-9.379316,0,0,3
2007-05-25T20:05:05Z,-9.347781,1,1,3
2007-05-25T21:45:10Z,-9.310206,0,1,3
2007-05-26T19:44:15Z,-9.260096,1,1,3
2007-05-26T21:24:33Z,-9.268327,0,1,3
2007-05-27T05:38:53Z,-9.413704,0,0,3
2007-05-27T07:19:19Z,-9.516505,1,0,3
2007-05-27T19:23:21Z,-9.854907,1,1,3
2007-05-27T21:03:53Z,,0,1,3
2007-05-28T05:18:15Z,-9.796113,0,0,3
2007-05-28T06:58:27Z,-10.06329,1,0,3
2007-05-29T04:57:39Z,-9.022618,0,0,3
2007-05-29T06:37:38Z,-7.9388056,1,0,3
2007-05-29T20:22:25Z,,1,1,3
2007-05-29T22:02:20Z,-9.433398,0,1,3
2007-05-30T04:37:05Z,-9.394895,0,0,3
2007-05-30T20:01:37Z,-9.509967,1,1,3
2007-05-30T21:41:44Z,-9.488472,0,1,3
2007-05-31T19:40:46Z,-9.478217,1,1,3
2007-05-31T21:21:06Z,-9.44517,0,1,3
2007-06-01T05:35:27Z,-9.381511,0,0,3
2007-06-01T07:15:50Z,-9.575004,1,0,3
2007-06-01T19:19:51Z,,1,1,3
2007-06-02T05:14:49Z,-9.360026,0,0,3
2007-06-02T06:54:58Z,-9.532365,1,0,3
2007-06-03T04:54:13Z,-9.193566,0,0,3
2007-06-03T06:34:09Z,,1,0,3
2007-06-03T20:18:57Z,,1,1,3
2007-06-03T21:58:53Z,-9.53799,0,1,3
2007-06-04T19:58:09Z,-9.303356,1,1,3
2007-06-04T21:38:17Z,-9.558922,0,1,3
2007-06-05T07:33:14Z,,1,0,3
2007-06-05T19:37:17Z,-9.497058,1,1,3
2007-06-05T21:17:39Z,-9.567485,0,1,3
2007-06-06T05:32:00Z,-9.362961,0,0,3
2007-06-06T07:12:21Z,-9.499488,1,0,3
2007-06-07T05:11:22Z,-8.557907,0,0,3
2007-06-07T06:51:29Z,-8.250621,1,0,3
2007-06-07T22:16:01Z,-9.588059,0,1,3
2007-06-08T04:50:47Z,-9.3582535,0,0,3
2007-06-08T20:15:29Z,-9.115639,1,1,3
2007-06-08T21:55:28Z,-9.401146,0,1,3
2007-06-09T19:54:40Z,-9.282969,1,1,3
2007-06-09T21:34:51Z,-9.2253275,0,1,3
2007-06-10T05:49:14Z,,0,0,3
2007-06-10T07:29:44Z,-9.375915,1,0,3
2007-06-10T19:33:48Z,-9.43034,1,1,3
2007-06-10T21:14:12Z,-9.537881,0,1,3
2007-06-11T05:28:33Z,-9.403472,0,0,3
2007-06-11T07:08:52Z,-9.453132,1,0,3
2007-06-12T05:07:56Z,-9.484,0,0,3
2007-06-12T06:48:00Z,-9.348183,1,0,3
2007-06-12T22:12:35Z,-9.476219,0,1,3
2007-06-13T04:47:21Z,-9.547581,0,0,3
2007-06-13T20:12:00Z,-9.576184,1,1,3
2007-06-13T21:52:01Z,-9.782791,0,1,3
2007-06-14T19:51:11Z,-9.516734,1,1,3
2007-06-14T21:31:24Z,-9.512639,0,1,3
